YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,StratificationCategoryID1,StratificationID1
2015,2015,LA,Louisiana,NVSS,Diabetes,,Number,1664,"1,664",,,Gender,Female,22,GENDER,GENF
2015,2015,MI,Michigan,NVSS,Diabetes,"cases per 100,000",Crude Rate,39.5,39.5,33.9,45.1,Race/Ethnicity,Hispanic,26,RACE,HIS
2015,2015,CO,Colorado,NVSS,Diabetes,,Number,2421,"2,421",,,Race/Ethnicity,"White, non-Hispanic",8,RACE,WHT
2015,2015,KS,Kansas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,73.4,73.4,58.5,90.8,Race/Ethnicity,Hispanic,20,RACE,HIS
2015,2015,NM,New Mexico,NVSS,Diabetes,,Number,1561,"1,561",,,Overall,Overall,35,OVERALL,OVR
2015,2015,IA,Iowa,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,78.6,78.6,75.8,81.4,Overall,Overall,19,OVERALL,OVR
2015,2015,HI,Hawaii,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,36.3,36.3,30.7,41.8,Race/Ethnicity,"White, non-Hispanic",15,RACE,WHT
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Crude Rate,38.2,38.2,31,45.4,Race/Ethnicity,Asian or Pacific Islander,27,RACE,API
2015,2015,AZ,Arizona,NVSS,Diabetes,"cases per 100,000",Crude Rate,36,36,28.9,44.4,Race/Ethnicity,Asian or Pacific Islander,4,RACE,API
2015,2015,MA,Massachusetts,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,35.9,35.9,34.2,37.6,Gender,Female,25,GENDER,GENF
2015,2015,IN,Indiana,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,81.1,81.1,79,83.1,Overall,Overall,18,OVERALL,OVR
2015,2015,DE,Delaware,NVSS,Diabetes,,Number,641,641,,,Overall,Overall,10,OVERALL,OVR
2015,2015,HI,Hawaii,NVSS,Diabetes,,Number,397,397,,,Gender,Female,15,GENDER,GENF
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,77.7,77.7,58.4,101.4,Race/Ethnicity,Hispanic,27,RACE,HIS
2015,2015,NJ,New Jersey,NVSS,Diabetes,"cases per 100,000",Crude Rate,76.3,76.3,73.9,78.7,Race/Ethnicity,"White, non-Hispanic",34,RACE,WHT
2015,2015,NM,New Mexico,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,145.2,145.2,124.8,165.6,Race/Ethnicity,American Indian or Alaska Native,35,RACE,AIAN
2015,2015,NJ,New Jersey,NVSS,Diabetes,"cases per 100,000",Crude Rate,89.4,89.4,84,94.7,Race/Ethnicity,"Black, non-Hispanic",34,RACE,BLK
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,60.4,60.4,58.5,62.3,Race/Ethnicity,Asian or Pacific Islander,6,RACE,API
2015,2015,AK,Alaska,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,56,56,39.4,77.2,Race/Ethnicity,American Indian or Alaska Native,2,RACE,AIAN
2015,2015,ID,Idaho,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,67.1,67.1,63.3,71,Overall,Overall,16,OVERALL,OVR
2015,2015,MO,Missouri,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,53.6,53.6,40.6,69.4,Race/Ethnicity,Hispanic,29,RACE,HIS
2015,2015,NE,Nebraska,NVSS,Diabetes,"cases per 100,000",Crude Rate,101,101,96.5,105.6,Overall,Overall,31,OVERALL,OVR
2015,2015,ME,Maine,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,47.5,47.5,43.3,51.8,Gender,Female,23,GENDER,GENF
2015,2015,AR,Arkansas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,115.7,115.7,104.7,126.7,Race/Ethnicity,"Black, non-Hispanic",5,RACE,BLK
2015,2015,AR,Arkansas,NVSS,Diabetes,"cases per 100,000",Crude Rate,11.7,11.7,7.6,17.2,Race/Ethnicity,Hispanic,5,RACE,HIS
2015,2015,KS,Kansas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,55.2,55.2,52.5,57.9,Race/Ethnicity,"White, non-Hispanic",20,RACE,WHT
2015,2015,GA,Georgia,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,28.1,28.1,22.2,35.1,Race/Ethnicity,Hispanic,13,RACE,HIS
2015,2015,MO,Missouri,NVSS,Diabetes,,Number,2096,"2,096",,,Gender,Female,29,GENDER,GENF
2015,2015,LA,Louisiana,NVSS,Diabetes,"cases per 100,000",Crude Rate,91.1,91.1,86.3,95.9,Race/Ethnicity,"Black, non-Hispanic",22,RACE,BLK
2015,2015,NE,Nebraska,NVSS,Diabetes,"cases per 100,000",Crude Rate,113.5,113.5,108.2,118.8,Race/Ethnicity,"White, non-Hispanic",31,RACE,WHT
2015,2015,IA,Iowa,NVSS,Diabetes,,Number,31,31,,,Race/Ethnicity,Hispanic,19,RACE,HIS
2015,2015,MS,Mississippi,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,99.7,99.7,96.3,103.1,Overall,Overall,28,OVERALL,OVR
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,67.4,67.4,66.3,68.5,Race/Ethnicity,"White, non-Hispanic",6,RACE,WHT
2015,2015,NJ,New Jersey,NVSS,Diabetes,,Number,2699,"2,699",,,Gender,Female,34,GENDER,GENF
2015,2015,IA,Iowa,NVSS,Diabetes,,Number,1513,"1,513",,,Gender,Female,19,GENDER,GENF
2015,2015,HI,Hawaii,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,103,103,77.4,134.4,Race/Ethnicity,Hispanic,15,RACE,HIS
2015,2015,KS,Kansas,NVSS,Diabetes,,Number,934,934,,,Gender,Female,20,GENDER,GENF
2015,2015,KY,Kentucky,NVSS,Diabetes,"cases per 100,000",Crude Rate,106.2,106.2,95.9,116.6,Race/Ethnicity,"Black, non-Hispanic",21,RACE,BLK
2015,2015,MI,Michigan,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,84,84,71.6,96.5,Race/Ethnicity,Hispanic,26,RACE,HIS
2015,2015,NV,Nevada,NVSS,Diabetes,"cases per 100,000",Crude Rate,35.4,35.4,32.3,38.5,Gender,Female,32,GENDER,GENF
2015,2015,KY,Kentucky,NVSS,Diabetes,,Number,5717,"5,717",,,Overall,Overall,21,OVERALL,OVR
2015,2015,NV,Nevada,NVSS,Diabetes,,Number,78,78,,,Race/Ethnicity,Asian or Pacific Islander,32,RACE,API
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,82.6,82.6,66,99.2,Race/Ethnicity,Asian or Pacific Islander,27,RACE,API
2015,2015,AZ,Arizona,NVSS,Diabetes,,Number,245,245,,,Race/Ethnicity,"Black, non-Hispanic",4,RACE,BLK
2015,2015,MD,Maryland,NVSS,Diabetes,"cases per 100,000",Crude Rate,76.3,76.3,73.3,79.3,Race/Ethnicity,"White, non-Hispanic",24,RACE,WHT
2015,2015,DE,Delaware,NVSS,Diabetes,"cases per 100,000",Crude Rate,67.8,67.8,62.5,73,Overall,Overall,10,OVERALL,OVR
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,130.1,130.1,125.3,134.9,Race/Ethnicity,"Black, non-Hispanic",6,RACE,BLK
2015,2015,LA,Louisiana,NVSS,Diabetes,"cases per 100,000",Crude Rate,74.6,74.6,71.4,77.8,Race/Ethnicity,"White, non-Hispanic",22,RACE,WHT
2015,2015,AR,Arkansas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,74.1,74.1,43.9,117.1,Race/Ethnicity,Asian or Pacific Islander,5,RACE,API
2015,2015,IN,Indiana,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,67.3,67.3,64.9,69.8,Gender,Female,18,GENDER,GENF
2015,2015,AR,Arkansas,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,72,72,69.1,74.8,Overall,Overall,5,OVERALL,OVR
2015,2015,AZ,Arizona,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,51.1,51.1,40.6,63.4,Race/Ethnicity,Asian or Pacific Islander,4,RACE,API
2015,2015,ID,Idaho,NVSS,Diabetes,,Number,54,54,,,Race/Ethnicity,Hispanic,16,RACE,HIS
2015,2015,NV,Nevada,NVSS,Diabetes,"cases per 100,000",Crude Rate,64.8,64.8,60.7,68.8,Race/Ethnicity,"White, non-Hispanic",32,RACE,WHT
2015,2015,LA,Louisiana,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,27.6,27.6,19.5,37.8,Race/Ethnicity,Hispanic,22,RACE,HIS
2015,2015,CO,Colorado,NVSS,Diabetes,"cases per 100,000",Crude Rate,54.4,54.4,51.6,57.1,Gender,Female,8,GENDER,GENF
2015,2015,GA,Georgia,NVSS,Diabetes,,Number,2036,"2,036",,,Race/Ethnicity,"Black, non-Hispanic",13,RACE,BLK
2015,2015,IL,Illinois,NVSS,Diabetes,"cases per 100,000",Crude Rate,73.1,73.1,69.3,77,Race/Ethnicity,"Black, non-Hispanic",17,RACE,BLK
2015,2015,CT,Connecticut,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,39.4,39.4,37.4,41.4,Race/Ethnicity,"White, non-Hispanic",9,RACE,WHT
2015,2015,NE,Nebraska,NVSS,Diabetes,"cases per 100,000",Crude Rate,86.6,86.6,69.4,106.9,Race/Ethnicity,"Black, non-Hispanic",31,RACE,BLK
2015,2015,MS,Mississippi,NVSS,Diabetes,"cases per 100,000",Crude Rate,171.4,171.4,112,251.2,Race/Ethnicity,American Indian or Alaska Native,28,RACE,AIAN
2015,2015,MT,Montana,NVSS,Diabetes,"cases per 100,000",Crude Rate,73.6,73.6,66.2,81,Gender,Female,30,GENDER,GENF
2015,2015,MO,Missouri,NVSS,Diabetes,"cases per 100,000",Crude Rate,79.5,79.5,73.1,85.9,Race/Ethnicity,"Black, non-Hispanic",29,RACE,BLK
2015,2015,AZ,Arizona,NVSS,Diabetes,"cases per 100,000",Crude Rate,52.7,52.7,49.6,55.8,Race/Ethnicity,Hispanic,4,RACE,HIS
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Crude Rate,55.4,55.4,47.7,63.2,Race/Ethnicity,"Black, non-Hispanic",27,RACE,BLK
2015,2015,MI,Michigan,NVSS,Diabetes,,Number,59,59,,,Race/Ethnicity,Asian or Pacific Islander,26,RACE,API
2015,2015,MD,Maryland,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,24.4,24.4,18.1,32.1,Race/Ethnicity,Hispanic,24,RACE,HIS
2015,2015,AL,Alabama,NVSS,Diabetes,,Number,3356,"3,356",,,Overall,Overall,1,OVERALL,OVR
2015,2015,MI,Michigan,NVSS,Diabetes,,Number,69,69,,,Race/Ethnicity,American Indian or Alaska Native,26,RACE,AIAN
2015,2015,MD,Maryland,NVSS,Diabetes,"cases per 100,000",Crude Rate,80.8,80.8,76.7,85,Race/Ethnicity,"Black, non-Hispanic",24,RACE,BLK
2015,2015,NH,New Hampshire,NVSS,Diabetes,"cases per 100,000",Crude Rate,78,78,73.3,82.8,Overall,Overall,33,OVERALL,OVR
2015,2015,KY,Kentucky,NVSS,Diabetes,,Number,2634,"2,634",,,Gender,Female,21,GENDER,GENF
2015,2015,MA,Massachusetts,NVSS,Diabetes,"cases per 100,000",Crude Rate,58.3,58.3,56.5,60.1,Overall,Overall,25,OVERALL,OVR
2015,2015,FL,Florida,NVSS,Diabetes,"cases per 100,000",Crude Rate,30.3,30.3,25.9,34.6,Race/Ethnicity,Asian or Pacific Islander,12,RACE,API
2015,2015,CT,Connecticut,NVSS,Diabetes,"cases per 100,000",Crude Rate,50.9,50.9,47.7,54.2,Gender,Female,9,GENDER,GENF
2015,2015,ID,Idaho,NVSS,Diabetes,"cases per 100,000",Crude Rate,65.2,65.2,59.7,70.7,Gender,Female,16,GENDER,GENF
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Crude Rate,65.5,65.5,63.4,67.5,Race/Ethnicity,Asian or Pacific Islander,6,RACE,API
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Crude Rate,71.1,71.1,69.9,72.3,Gender,Female,6,GENDER,GENF
2015,2015,KS,Kansas,NVSS,Diabetes,,Number,170,170,,,Race/Ethnicity,"Black, non-Hispanic",20,RACE,BLK
2015,2015,MA,Massachusetts,NVSS,Diabetes,,Number,231,231,,,Race/Ethnicity,Hispanic,25,RACE,HIS
2015,2015,CO,Colorado,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,126.7,126.7,108.7,144.7,Race/Ethnicity,"Black, non-Hispanic",8,RACE,BLK
2015,2015,DC,District of Columbia,NVSS,Diabetes,,Number,49,49,,,Race/Ethnicity,"White, non-Hispanic",11,RACE,WHT
2015,2015,NM,New Mexico,NVSS,Diabetes,"cases per 100,000",Crude Rate,67.6,67.6,62.5,72.7,Race/Ethnicity,Hispanic,35,RACE,HIS
2015,2015,FL,Florida,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,43.2,43.2,42.2,44.1,Race/Ethnicity,"White, non-Hispanic",12,RACE,WHT
2015,2015,MT,Montana,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,227.5,227.5,181.2,273.8,Race/Ethnicity,American Indian or Alaska Native,30,RACE,AIAN
2015,2015,IN,Indiana,NVSS,Diabetes,"cases per 100,000",Crude Rate,15.3,15.3,9.7,22.9,Race/Ethnicity,Asian or Pacific Islander,18,RACE,API
2015,2015,NM,New Mexico,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,53.4,53.4,49.5,57.4,Gender,Female,35,GENDER,GENF
2015,2015,NM,New Mexico,NVSS,Diabetes,"cases per 100,000",Crude Rate,90.5,90.5,65.2,122.3,Race/Ethnicity,"Black, non-Hispanic",35,RACE,BLK
2015,2015,IA,Iowa,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,153.5,153.5,121.5,191.3,Race/Ethnicity,"Black, non-Hispanic",19,RACE,BLK
2015,2015,MS,Mississippi,NVSS,Diabetes,"cases per 100,000",Crude Rate,111.9,111.9,106.9,116.8,Race/Ethnicity,"White, non-Hispanic",28,RACE,WHT
2015,2015,GA,Georgia,NVSS,Diabetes,"cases per 100,000",Crude Rate,14.7,14.7,11.3,18.8,Race/Ethnicity,Asian or Pacific Islander,13,RACE,API
2015,2015,FL,Florida,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,33.8,33.8,28.8,38.8,Race/Ethnicity,Asian or Pacific Islander,12,RACE,API
2015,2015,CO,Colorado,NVSS,Diabetes,"cases per 100,000",Crude Rate,61.3,61.3,59.2,63.4,Overall,Overall,8,OVERALL,OVR
2015,2015,IL,Illinois,NVSS,Diabetes,"cases per 100,000",Crude Rate,75.4,75.4,73.5,77.3,Race/Ethnicity,"White, non-Hispanic",17,RACE,WHT
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,77.1,77.1,74.9,79.3,Overall,Overall,27,OVERALL,OVR
2015,2015,DE,Delaware,NVSS,Diabetes,,Number,277,277,,,Gender,Female,10,GENDER,GENF
2015,2015,MO,Missouri,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,46.4,46.4,31.8,65.6,Race/Ethnicity,Asian or Pacific Islander,29,RACE,API
2015,2015,AK,Alaska,NVSS,Diabetes,,Number,24,24,,,Race/Ethnicity,Asian or Pacific Islander,2,RACE,API
2015,2015,NE,Nebraska,NVSS,Diabetes,,Number,57,57,,,Race/Ethnicity,Hispanic,31,RACE,HIS
2015,2015,MD,Maryland,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,90,90,85.2,94.7,Race/Ethnicity,"Black, non-Hispanic",24,RACE,BLK
2015,2015,NV,Nevada,NVSS,Diabetes,"cases per 100,000",Crude Rate,56.1,56.1,47.2,65.1,Race/Ethnicity,"Black, non-Hispanic",32,RACE,BLK
2015,2015,ID,Idaho,NVSS,Diabetes,,Number,1226,"1,226",,,Overall,Overall,16,OVERALL,OVR
2015,2015,AZ,Arizona,NVSS,Diabetes,"cases per 100,000",Crude Rate,131.6,131.6,118.3,144.8,Race/Ethnicity,American Indian or Alaska Native,4,RACE,AIAN
2015,2015,MS,Mississippi,NVSS,Diabetes,,Number,1408,"1,408",,,Race/Ethnicity,"Black, non-Hispanic",28,RACE,BLK
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Crude Rate,84.6,84.6,81.1,88,Gender,Female,27,GENDER,GENF
2015,2015,CA,California,NVSS,Diabetes,,Number,7734,"7,734",,,Race/Ethnicity,Hispanic,6,RACE,HIS
2015,2015,MA,Massachusetts,NVSS,Diabetes,"cases per 100,000",Crude Rate,20.5,20.5,16.5,25.1,Race/Ethnicity,Asian or Pacific Islander,25,RACE,API
2015,2015,MI,Michigan,NVSS,Diabetes,"cases per 100,000",Crude Rate,18.6,18.6,14.1,24,Race/Ethnicity,Asian or Pacific Islander,26,RACE,API
2015,2015,CT,Connecticut,NVSS,Diabetes,"cases per 100,000",Crude Rate,62.3,62.3,54.3,70.2,Race/Ethnicity,"Black, non-Hispanic",9,RACE,BLK
2015,2015,DC,District of Columbia,NVSS,Diabetes,,Number,232,232,,,Gender,Female,11,GENDER,GENF
2015,2015,CO,Colorado,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,101.7,101.7,93.2,110.1,Race/Ethnicity,Hispanic,8,RACE,HIS
2015,2015,ME,Maine,NVSS,Diabetes,,Number,1157,"1,157",,,Overall,Overall,23,OVERALL,OVR
2015,2015,CO,Colorado,NVSS,Diabetes,,Number,610,610,,,Race/Ethnicity,Hispanic,8,RACE,HIS
2015,2015,IA,Iowa,NVSS,Diabetes,"cases per 100,000",Crude Rate,17.4,17.4,11.8,24.6,Race/Ethnicity,Hispanic,19,RACE,HIS
2015,2015,KS,Kansas,NVSS,Diabetes,"cases per 100,000",Crude Rate,69,69,65.9,72,Overall,Overall,20,OVERALL,OVR
2015,2015,HI,Hawaii,NVSS,Diabetes,,Number,991,991,,,Overall,Overall,15,OVERALL,OVR
2015,2015,CO,Colorado,NVSS,Diabetes,"cases per 100,000",Crude Rate,85,85,73.6,96.5,Race/Ethnicity,"Black, non-Hispanic",8,RACE,BLK
2015,2015,AK,Alaska,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,74.2,74.2,46.5,112.3,Race/Ethnicity,Asian or Pacific Islander,2,RACE,API
2015,2015,CO,Colorado,NVSS,Diabetes,,Number,30,30,,,Race/Ethnicity,American Indian or Alaska Native,8,RACE,AIAN
2015,2015,NH,New Hampshire,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,49.1,49.1,44.5,53.7,Gender,Female,33,GENDER,GENF
2015,2015,AR,Arkansas,NVSS,Diabetes,,Number,1142,"1,142",,,Gender,Female,5,GENDER,GENF
2015,2015,KY,Kentucky,NVSS,Diabetes,"cases per 100,000",Crude Rate,18.4,18.4,12.2,26.6,Race/Ethnicity,Hispanic,21,RACE,HIS
2015,2015,MI,Michigan,NVSS,Diabetes,,Number,192,192,,,Race/Ethnicity,Hispanic,26,RACE,HIS
2015,2015,IA,Iowa,NVSS,Diabetes,,Number,3039,"3,039",,,Race/Ethnicity,"White, non-Hispanic",19,RACE,WHT
2015,2015,MT,Montana,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,67.8,67.8,63.3,72.4,Overall,Overall,30,OVERALL,OVR
2015,2015,NV,Nevada,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,28.5,28.5,22.3,35.9,Race/Ethnicity,Asian or Pacific Islander,32,RACE,API
2015,2015,AL,Alabama,NVSS,Diabetes,,Number,1101,"1,101",,,Race/Ethnicity,"Black, non-Hispanic",1,RACE,BLK
2015,2015,CT,Connecticut,NVSS,Diabetes,"cases per 100,000",Crude Rate,55.2,55.2,52.8,57.6,Overall,Overall,9,OVERALL,OVR
2015,2015,HI,Hawaii,NVSS,Diabetes,,Number,734,734,,,Race/Ethnicity,Asian or Pacific Islander,15,RACE,API
2015,2015,CA,California,NVSS,Diabetes,"cases per 100,000",Crude Rate,79.2,79.2,78.3,80.1,Overall,Overall,6,OVERALL,OVR
2015,2015,MD,Maryland,NVSS,Diabetes,"cases per 100,000",Crude Rate,61.3,61.3,58.6,64.1,Gender,Female,24,GENDER,GENF
2015,2015,AZ,Arizona,NVSS,Diabetes,,Number,88,88,,,Race/Ethnicity,Asian or Pacific Islander,4,RACE,API
2015,2015,NE,Nebraska,NVSS,Diabetes,"cases per 100,000",Age-adjusted Rate,84.8,84.8,80.9,88.6,Overall,Overall,31,OVERALL,OVR
2015,2015,GA,Georgia,NVSS,Diabetes,"cases per 100,000",Crude Rate,63.2,63.2,60.4,65.9,Race/Ethnicity,"Black, non-Hispanic",13,RACE,BLK
2015,2015,NE,Nebraska,NVSS,Diabetes,,Number,87,87,,,Race/Ethnicity,"Black, non-Hispanic",31,RACE,BLK
2015,2015,IL,Illinois,NVSS,Diabetes,,Number,1377,"1,377",,,Race/Ethnicity,"Black, non-Hispanic",17,RACE,BLK
2015,2015,KY,Kentucky,NVSS,Diabetes,,Number,406,406,,,Race/Ethnicity,"Black, non-Hispanic",21,RACE,BLK
2015,2015,MO,Missouri,NVSS,Diabetes,"cases per 100,000",Crude Rate,67.6,67.6,64.7,70.5,Gender,Female,29,GENDER,GENF
2015,2015,NJ,New Jersey,NVSS,Diabetes,,Number,3888,"3,888",,,Race/Ethnicity,"White, non-Hispanic",34,RACE,WHT
2015,2015,MN,Minnesota,NVSS,Diabetes,"cases per 100,000",Crude Rate,22.9,22.9,17.7,29.1,Race/Ethnicity,Hispanic,27,RACE,HIS
2015,2015,NV,Nevada,NVSS,Diabetes,,Number,118,118,,,Race/Ethnicity,Hispanic,32,RACE,HIS
2015,2015,MI,Michigan,NVSS,Diabetes,,Number,1420,"1,420",,,Race/Ethnicity,"Black, non-Hispanic",26,RACE,BLK
2015,2015,MS,Mississippi,NVSS,Diabetes,,Number,3378,"3,378",,,Overall,Overall,28,OVERALL,OVR
2015,2015,AZ,Arizona,NVSS,Diabetes,"cases per 100,000",Crude Rate,84.9,84.9,82,87.8,Race/Ethnicity,"White, non-Hispanic",4,RACE,WHT
2015,2015,GA,Georgia,NVSS,Diabetes,"cases per 100,000",Crude Rate,60.5,60.5,58.5,62.6,Race/Ethnicity,"White, non-Hispanic",13,RACE,WHT
